Reference,MaterialSample-ID (received),MaterialSampleID,MaterialSample-ID (EMOBON),Sequence_batch,Gene,Sample_code,DNA_code,Concentration_ng_per_µl,Volume_µl,Quantity_vol,Tag,Code,Forward_read,Reverse_read,PCR_negative_control_extraction,PCR_negative_control_Code_1,PCR_negative_control_Code_2,Number_of_sequences,Comment_1,Comment_2,Run
EMOBON060559,ROSKO_MarBlo_S2_20230609–20240527_SFA,ARMS_Roscoff_MarBloR2_20230609_20240527_SF_s1_r1,EMOBON_Roskogo_Ha_78,Batch6,18S rRNA (V1-V2),DBN_AATO,DBP_AAST,"6,23",106,"660,4",DBQ_ABML,DBQ_ABMLOSTA_2_H3WT3DRX7.UDI353-BID09,DBQ_ABMLOSTA_2_1_H3WT3DRX7.UDI353-BID09_clean.fastq.gz,DBQ_ABMLOSTA_2_2_H3WT3DRX7.UDI353-BID09_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,3749578,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060560,ROSKO_MarBlo_S3_20230609–20240527_MF100A,ARMS_Roscoff_MarBloR3_20230609_20240527_MF100_s1_r1,EMOBON_Roskogo_Ha_79,Batch6,18S rRNA (V1-V2),DBN_AATP,DBP_AASU,"31,5",108,3402,DBQ_ABMM,DBQ_ABMMOSTA_2_H3WT3DRX7.UDI365-BID09,DBQ_ABMMOSTA_2_1_H3WT3DRX7.UDI365-BID09_clean.fastq.gz,DBQ_ABMMOSTA_2_2_H3WT3DRX7.UDI365-BID09_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,4396308,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060561,ROSKO_MarBlo_S3_20230609–20240527_MF500,ARMS_Roscoff_MarBloR3_20230609_20240527_MF500_s1_r1,EMOBON_Roskogo_Ha_80,Batch6,18S rRNA (V1-V2),DBN_AATQ,DBP_AASV,"31,4",108,"3391,2",DBQ_ABMN,DBQ_ABMNOSTA_2_H3WT3DRX7.UDI377-BID09,DBQ_ABMNOSTA_2_1_H3WT3DRX7.UDI377-BID09_clean.fastq.gz,DBQ_ABMNOSTA_2_2_H3WT3DRX7.UDI377-BID09_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,3125482,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060562,ROSKO_MarBlo_S3_20230609–20240527_SFA,ARMS_Roscoff_MarBloR3_20230609_20240527_SF_s1_r1,EMOBON_Roskogo_Ha_81,Batch6,18S rRNA (V1-V2),DBN_AATR,DBP_AASW,"5,85",100,585,DBQ_ABMO,DBQ_ABMOOSTA_2_H3WT3DRX7.UDI294-BID09,DBQ_ABMOOSTA_2_1_H3WT3DRX7.UDI294-BID09_clean.fastq.gz,DBQ_ABMOOSTA_2_2_H3WT3DRX7.UDI294-BID09_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,2296723,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060563,ROSKO_MarBlo_S1_240611–240909_MF100,ARMS_Roscoff_MarBloR1_20240611_20240909_MF100_s1_r1,EMOBON_Roskogo_Ha_82,Batch6,18S rRNA (V1-V2),DBN_AATS,DBP_AASX,"103,7",108,"11199,6",DBQ_ABIJ,DBQ_ABIJOSTA_2_H3WT3DRX7.UDI342-BID05,DBQ_ABIJOSTA_2_1_H3WT3DRX7.UDI342-BID05_clean.fastq.gz,DBQ_ABIJOSTA_2_2_H3WT3DRX7.UDI342-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,3309128,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060564,ROSKO_MarBlo_S1_240611–240909_MF500,ARMS_Roscoff_MarBloR1_20240611_20240909_MF500_s1_r1,EMOBON_Roskogo_Ha_83,Batch6,18S rRNA (V1-V2),DBN_AATT,DBP_AASY,155,108,16740,DBQ_ABIK,DBQ_ABIKOSTA_2_H3WT3DRX7.UDI354-BID05,DBQ_ABIKOSTA_2_1_H3WT3DRX7.UDI354-BID05_clean.fastq.gz,DBQ_ABIKOSTA_2_2_H3WT3DRX7.UDI354-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,3980529,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060565,ROSKO_MarBlo_S1_240611–240909_SFA,ARMS_Roscoff_MarBloR1_20240611_20240909_SF_s1_r1,EMOBON_Roskogo_Ha_84,Batch6,18S rRNA (V1-V2),DBN_AATU,DBP_AASZ,"45,7",108,"4935,6",DBQ_ABIL,DBQ_ABILOSTA_2_H3WT3DRX7.UDI305-BID05,DBQ_ABILOSTA_2_1_H3WT3DRX7.UDI305-BID05_clean.fastq.gz,DBQ_ABILOSTA_2_2_H3WT3DRX7.UDI305-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,4047741,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060566,ROSKO_MarBlo_S2_240611–240909_MF100,ARMS_Roscoff_MarBloR2_20240611_20240909_MF100_s1_r1,EMOBON_Roskogo_Ha_85,Batch6,18S rRNA (V1-V2),DBN_AATV,DBP_AATA,"97,9",108,"10573,2",DBQ_ABIM,DBQ_ABIMOSTA_1_H3WT3DRX7.UDI366-BID05,DBQ_ABIMOSTA_1_1_H3WT3DRX7.UDI366-BID05_clean.fastq.gz,DBQ_ABIMOSTA_1_2_H3WT3DRX7.UDI366-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,3658399,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060567,ROSKO_MarBlo_S2_240611–240909_MF500,ARMS_Roscoff_MarBloR2_20240611_20240909_MF500_s1_r1,EMOBON_Roskogo_Ha_86,Batch6,18S rRNA (V1-V2),DBN_AATW,DBP_AATB,"171,5",107,"18350,5",DBQ_ABIN,DBQ_ABINOSTA_1_H3WT3DRX7.UDI378-BID05,DBQ_ABINOSTA_1_1_H3WT3DRX7.UDI378-BID05_clean.fastq.gz,DBQ_ABINOSTA_1_2_H3WT3DRX7.UDI378-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,5077676,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060568,ROSKO_MarBlo_S2_240611–240909_SFA,ARMS_Roscoff_MarBloR2_20240611_20240909_SF_s1_r1,EMOBON_Roskogo_Ha_87,Batch6,18S rRNA (V1-V2),DBN_AATX,DBP_AATC,"32,5",108,3510,DBQ_ABMP,DBQ_ABMPOSTA_2_H3WT3DRX7.UDI306-BID09,DBQ_ABMPOSTA_2_1_H3WT3DRX7.UDI306-BID09_clean.fastq.gz,DBQ_ABMPOSTA_2_2_H3WT3DRX7.UDI306-BID09_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,2575665,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060569,ROSKO_MarBlo_S3_240611–240910_MF100,ARMS_Roscoff_MarBloR3_20240611_20240910_MF100_s1_r1,EMOBON_Roskogo_Ha_88,Batch6,18S rRNA (V1-V2),DBN_AATY,DBP_AATD,"115,5",107,"12358,5",DBQ_ABIO,DBQ_ABIOOSTA_1_H3WT3DRX7.UDI295-BID05,DBQ_ABIOOSTA_1_1_H3WT3DRX7.UDI295-BID05_clean.fastq.gz,DBQ_ABIOOSTA_1_2_H3WT3DRX7.UDI295-BID05_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,3989509,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060570,ROSKO_MarBlo_S3_240611–240910_MF500,ARMS_Roscoff_MarBloR3_20240611_20240910_MF500_s1_r1,EMOBON_Roskogo_Ha_89,Batch6,18S rRNA (V1-V2),DBN_AATZ,DBP_AATE,"162,5",107,"17387,5",DBQ_ABIP,DBQ_ABIPOSTA_2_H3WT3DRX7.UDI318-BID08,DBQ_ABIPOSTA_2_1_H3WT3DRX7.UDI318-BID08_clean.fastq.gz,DBQ_ABIPOSTA_2_2_H3WT3DRX7.UDI318-BID08_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,1745756,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060571,ROSKO_MarBlo_S3_240611–240910_SFA,ARMS_Roscoff_MarBloR3_20240611_20240910_SF_s1_r1,EMOBON_Roskogo_Ha_90,Batch6,18S rRNA (V1-V2),DBN_AAUA,DBP_AATF,"28,3",108,"3056,4",DBQ_ABMQ,DBQ_ABMQOSTA_2_H3WT3DRX7.UDI293-BID09,DBQ_ABMQOSTA_2_1_H3WT3DRX7.UDI293-BID09_clean.fastq.gz,DBQ_ABMQOSTA_2_2_H3WT3DRX7.UDI293-BID09_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,2341802,,ARMS organisms sample from station ROSKOGO,251031_JARVIS_H3WT3DRX7
EMOBON060572,EMOBON_VIGO_TORALLAD1_HA_220622_240509_SF40_1,ARMS_Vigo_TorallaD1_20220622_20240509_SF40_s1_r1,EMOBON_EMT21_Ha_14,Batch6,18S rRNA (V1-V2),DBN_AAUB,DBP_AAXB,"0,55",108,"59,4",DBQ_ABKP,DBQ_ABKPOSTA_2_H3WT3DRX7.UDI305-BID17,DBQ_ABKPOSTA_2_1_H3WT3DRX7.UDI305-BID17_clean.fastq.gz,DBQ_ABKPOSTA_2_2_H3WT3DRX7.UDI305-BID17_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,6841232,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060574,EMOBON_VIGO_TORALLAD1_HA_220622_240509_MF100_1,ARMS_Vigo_TorallaD1_20220622_20240509_MF100_s1_r1,EMOBON_EMT21_Ha_16,Batch6,18S rRNA (V1-V2),DBN_AAUD,DBP_AATH,"27,9",108,"3013,2",DBQ_ABMR,DBQ_ABMROSTA_2_H3WT3DRX7.UDI329-BID11,DBQ_ABMROSTA_2_1_H3WT3DRX7.UDI329-BID11_clean.fastq.gz,DBQ_ABMROSTA_2_2_H3WT3DRX7.UDI329-BID11_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,645207,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060576,EMOBON_VIGO_TORALLAD1_HA_220622_240509_MF500_1,ARMS_Vigo_TorallaD1_20220622_20240509_MF500_s1_r1,EMOBON_EMT21_Ha_18,Batch6,18S rRNA (V1-V2),DBN_AAUF,DBP_AATI,"5,81",108,"627,5",DBQ_ABMS,DBQ_ABMSOSTA_2_H3WT3DRX7.UDI341-BID11,DBQ_ABMSOSTA_2_1_H3WT3DRX7.UDI341-BID11_clean.fastq.gz,DBQ_ABMSOSTA_2_2_H3WT3DRX7.UDI341-BID11_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1889525,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060578,EMOBON_VIGO_TORALLAD2_HA_220622_240509_SF40_1,ARMS_Vigo_TorallaD2_20220622_20240509_SF40_s1_r1,EMOBON_EMT21_Ha_20,Batch6,18S rRNA (V1-V2),DBN_AAUH,DBP_AATJ,"3,63",108,392,DBQ_ABMT,DBQ_ABMTOSTA_2_H3WT3DRX7.UDI353-BID11,DBQ_ABMTOSTA_2_1_H3WT3DRX7.UDI353-BID11_clean.fastq.gz,DBQ_ABMTOSTA_2_2_H3WT3DRX7.UDI353-BID11_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1910515,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060580,EMOBON_VIGO_TORALLAD2_HA_220622_240509_MF100_1,ARMS_Vigo_TorallaD2_20220622_20240509_MF100_s1_r1,EMOBON_EMT21_Ha_22,Batch6,18S rRNA (V1-V2),DBN_AAUJ,DBP_AATK,"44,8",108,"4838,4",DBQ_ABIQ,DBQ_ABIQOSTA_2_H3WT3DRX7.UDI330-BID08,DBQ_ABIQOSTA_2_1_H3WT3DRX7.UDI330-BID08_clean.fastq.gz,DBQ_ABIQOSTA_2_2_H3WT3DRX7.UDI330-BID08_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,549712,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060582,EMOBON_VIGO_TORALLAD2_HA_220622_240509_MF500_1,ARMS_Vigo_TorallaD2_20220622_20240509_MF500_s1_r1,EMOBON_EMT21_Ha_24,Batch6,18S rRNA (V1-V2),DBN_AAUL,DBP_AATL,"17,2",108,"1857,6",DBQ_ABMU,DBQ_ABMUOSTA_2_H3WT3DRX7.UDI365-BID11,DBQ_ABMUOSTA_2_1_H3WT3DRX7.UDI365-BID11_clean.fastq.gz,DBQ_ABMUOSTA_2_2_H3WT3DRX7.UDI365-BID11_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,2121352,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060584,EMOBON_VIGO_TORALLAD3_HA_220622_240509_SF40_1,ARMS_Vigo_TorallaD3_20220622_20240509_SF40_s1_r1,EMOBON_EMT21_Ha_26,Batch6,18S rRNA (V1-V2),DBN_AAUN,DBP_AATM,365,108,"39,4",DBQ_ABMV,DBQ_ABMVOSTA_2_H3WT3DRX7.UDI377-BID11,DBQ_ABMVOSTA_2_1_H3WT3DRX7.UDI377-BID11_clean.fastq.gz,DBQ_ABMVOSTA_2_2_H3WT3DRX7.UDI377-BID11_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1248507,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060586,EMOBON_VIGO_TORALLAD3_HA_220622_240509_MF100_1,ARMS_Vigo_TorallaD3_20220622_20240509_MF100_s1_r1,EMOBON_EMT21_Ha_28,Batch6,18S rRNA (V1-V2),DBN_AAUP,DBP_AATN,"35,1",108,"3790,8",DBQ_ABMW,DBQ_ABMWOSTA_2_H3WT3DRX7.UDI294-BID11,DBQ_ABMWOSTA_2_1_H3WT3DRX7.UDI294-BID11_clean.fastq.gz,DBQ_ABMWOSTA_2_2_H3WT3DRX7.UDI294-BID11_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1010305,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060588,EMOBON_VIGO_TORALLAD3_HA_220622_240509_MF500_1,ARMS_Vigo_TorallaD3_20220622_20240509_MF500_s1_r1,EMOBON_EMT21_Ha_30,Batch6,18S rRNA (V1-V2),DBN_AAUR,DBP_AATO,"12,75",108,1377,DBQ_ABMX,DBQ_ABMXOSTA_2_H3WT3DRX7.UDI306-BID11,DBQ_ABMXOSTA_2_1_H3WT3DRX7.UDI306-BID11_clean.fastq.gz,DBQ_ABMXOSTA_2_2_H3WT3DRX7.UDI306-BID11_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,2338576,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060590,EMOBON_VIGO_TORALLAD1_HA_240509_241011_SF40_1,ARMS_Vigo_TorallaD1_20240509_20241011_SF40_s1_r1,EMOBON_EMT21_Ha_32,Batch6,18S rRNA (V1-V2),DBN_AAUT,DBP_AATP,857,108,"92,6",DBQ_ABMY,DBQ_ABMYOSTA_2_H3WT3DRX7.UDI293-BID11,DBQ_ABMYOSTA_2_1_H3WT3DRX7.UDI293-BID11_clean.fastq.gz,DBQ_ABMYOSTA_2_2_H3WT3DRX7.UDI293-BID11_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1859167,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060592,EMOBON_VIGO_TORALLAD1_HA_240509_241011_MF100_1,ARMS_Vigo_TorallaD1_20240509_20241011_MF100_s1_r1,EMOBON_EMT21_Ha_34,Batch6,18S rRNA (V1-V2),DBN_AAUV,DBP_AATQ,"19,6",105,2058,DBQ_ABMZ,DBQ_ABMZOSTA_2_H3WT3DRX7.UDI329-BID13,DBQ_ABMZOSTA_2_1_H3WT3DRX7.UDI329-BID13_clean.fastq.gz,DBQ_ABMZOSTA_2_2_H3WT3DRX7.UDI329-BID13_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,4802235,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060594,EMOBON_VIGO_TORALLAD1_HA_240509_241011_MF500_1,ARMS_Vigo_TorallaD1_20240509_20241011_MF500_s1_r1,EMOBON_EMT21_Ha_36,Batch6,18S rRNA (V1-V2),DBN_AAUX,DBP_AATR,"44,4",108,"4795,2",DBQ_ABNA,DBQ_ABNAOSTA_2_H3WT3DRX7.UDI341-BID13,DBQ_ABNAOSTA_2_1_H3WT3DRX7.UDI341-BID13_clean.fastq.gz,DBQ_ABNAOSTA_2_2_H3WT3DRX7.UDI341-BID13_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,779847,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060596,EMOBON_VIGO_TORALLAD2_HA_240509_241011_SF40_1,ARMS_Vigo_TorallaD2_20240509_20241011_SF40_s1_r1,EMOBON_EMT21_Ha_38,Batch6,18S rRNA (V1-V2),DBN_AAUZ,DBP_AAXE,984,108,"106,3",DBQ_ABKQ,DBQ_ABKQOSTA_1_H3WT3DRX7.UDI366-BID17,DBQ_ABKQOSTA_1_1_H3WT3DRX7.UDI366-BID17_clean.fastq.gz,DBQ_ABKQOSTA_1_2_H3WT3DRX7.UDI366-BID17_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,2148385,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060598,EMOBON_VIGO_TORALLAD2_HA_240509_241011_MF100_1,ARMS_Vigo_TorallaD2_20240509_20241011_MF100_s1_r1,EMOBON_EMT21_Ha_40,Batch6,18S rRNA (V1-V2),DBN_AAVB,DBP_AATT,"9,17",108,"990,4",DBQ_ABNB,DBQ_ABNBOSTA_2_H3WT3DRX7.UDI353-BID13,DBQ_ABNBOSTA_2_1_H3WT3DRX7.UDI353-BID13_clean.fastq.gz,DBQ_ABNBOSTA_2_2_H3WT3DRX7.UDI353-BID13_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,5407199,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060600,EMOBON_VIGO_TORALLAD2_HA_240509_241011_MF500_1,ARMS_Vigo_TorallaD2_20240509_20241011_MF500_s1_r1,EMOBON_EMT21_Ha_42,Batch6,18S rRNA (V1-V2),DBN_AAVD,DBP_AATU,"55,3",108,"5972,4",DBQ_ABNC,DBQ_ABNCOSTA_2_H3WT3DRX7.UDI365-BID13,DBQ_ABNCOSTA_2_1_H3WT3DRX7.UDI365-BID13_clean.fastq.gz,DBQ_ABNCOSTA_2_2_H3WT3DRX7.UDI365-BID13_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,2751473,,ARMS organisms sample from station EMT21,251031_JARVIS_H3WT3DRX7
EMOBON060602,EMOBON_TZS_ANG1_230418-230926_MF500,ARMS_TZS_Angbat1_20230418_20230926_MF500_s1_r1,EMOBON_TZS_Ha_38,Batch6,18S rRNA (V1-V2),DBN_AAVF,DBP_AATV,"61,3",108,"6620,4",DBQ_ABND,DBQ_ABNDOSTA_2_H3WT3DRX7.UDI377-BID13,DBQ_ABNDOSTA_2_1_H3WT3DRX7.UDI377-BID13_clean.fastq.gz,DBQ_ABNDOSTA_2_2_H3WT3DRX7.UDI377-BID13_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,3166889,,ARMS organisms sample from station TZS,251031_JARVIS_H3WT3DRX7
EMOBON060603,EMOBON_TZS_ANG1_230418-230926_MF100_1,ARMS_TZS_Angbat1_20230418_20230926_MF100_s1_r1,EMOBON_TZS_Ha_39,Batch6,18S rRNA (V1-V2),DBN_AAVG,DBP_AATW,"118,8",108,"12830,4",DBQ_ABNE,DBQ_ABNEOSTA_2_H3WT3DRX7.UDI294-BID13,DBQ_ABNEOSTA_2_1_H3WT3DRX7.UDI294-BID13_clean.fastq.gz,DBQ_ABNEOSTA_2_2_H3WT3DRX7.UDI294-BID13_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,3201334,,ARMS organisms sample from station TZS,251031_JARVIS_H3WT3DRX7
EMOBON060605,EMOBON_TZS_ANG1_230418-230926_SF40_1,ARMS_TZS_Angbat1_20230418_20230926_SF40_s1_r1,EMOBON_TZS_Ha_42,Batch6,18S rRNA (V1-V2),DBN_AAVI,DBP_AATX,"1,97",108,"212,8",DBQ_ABNF,DBQ_ABNFOSTA_2_H3WT3DRX7.UDI306-BID13,DBQ_ABNFOSTA_2_1_H3WT3DRX7.UDI306-BID13_clean.fastq.gz,DBQ_ABNFOSTA_2_2_H3WT3DRX7.UDI306-BID13_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,2305268,,ARMS organisms sample from station TZS,251031_JARVIS_H3WT3DRX7
EMOBON060607,EMOBON_TZS_ANG2_230418-230927_MF100,ARMS_TZS_Angbat2_20230418_20230927_MF500_s1_r1,EMOBON_TZS_Ha_45,Batch6,18S rRNA (V1-V2),DBN_AAVK,DBP_AATY,"16,5",118,1947,DBQ_ABNG,DBQ_ABNGOSTA_2_H3WT3DRX7.UDI293-BID13,DBQ_ABNGOSTA_2_1_H3WT3DRX7.UDI293-BID13_clean.fastq.gz,DBQ_ABNGOSTA_2_2_H3WT3DRX7.UDI293-BID13_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,3937319,,ARMS organisms sample from station TZS,251031_JARVIS_H3WT3DRX7
EMOBON060608,EMOBON_TZS_ANG2_230418-230927_MF500,ARMS_TZS_Angbat2_20230418_20230927_MF100_s1_r1,EMOBON_TZS_Ha_46,Batch6,18S rRNA (V1-V2),DBN_AAVL,DBP_AATZ,"22,5",128,2880,DBQ_ABNH,DBQ_ABNHOSTA_2_H3WT3DRX7.UDI329-BID15,DBQ_ABNHOSTA_2_1_H3WT3DRX7.UDI329-BID15_clean.fastq.gz,DBQ_ABNHOSTA_2_2_H3WT3DRX7.UDI329-BID15_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1557548,,ARMS organisms sample from station TZS,251031_JARVIS_H3WT3DRX7
EMOBON060609,EMOBON_TZS_ANG2_230418-230927_SF40_1,ARMS_TZS_Angbat2_20230418_20230927_SF40_s1_r1,EMOBON_TZS_Ha_47,Batch6,18S rRNA (V1-V2),DBN_AAVM,DBP_AAUA,"1,245",108,"134,5",DBQ_ABNI,DBQ_ABNIOSTA_2_H3WT3DRX7.UDI341-BID15,DBQ_ABNIOSTA_2_1_H3WT3DRX7.UDI341-BID15_clean.fastq.gz,DBQ_ABNIOSTA_2_2_H3WT3DRX7.UDI341-BID15_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,1293759,,ARMS organisms sample from station TZS,251031_JARVIS_H3WT3DRX7
EMOBON060611,EMOBON_TZS_ANG3_230418-230928_MF500,ARMS_TZS_Angbat3_20230418_20230928_MF500_s1_r1,EMOBON_TZS_Ha_50,Batch6,18S rRNA (V1-V2),DBN_AAVO,DBP_AAUB,"16,6",108,"1792,8",DBQ_ABNJ,DBQ_ABNJOSTA_2_H3WT3DRX7.UDI353-BID15,DBQ_ABNJOSTA_2_1_H3WT3DRX7.UDI353-BID15_clean.fastq.gz,DBQ_ABNJOSTA_2_2_H3WT3DRX7.UDI353-BID15_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,2317329,,ARMS organisms sample from station TZS,251031_JARVIS_H3WT3DRX7
EMOBON060612,EMOBON_TZS_ANG3_230418-230928_MF100_1,ARMS_TZS_Angbat3_20230418_20230928_MF100_s1_r1,EMOBON_TZS_Ha_51,Batch6,18S rRNA (V1-V2),DBN_AAVP,DBP_AAUC,"34,3",108,"3704,4",DBQ_ABNK,DBQ_ABNKOSTA_2_H3WT3DRX7.UDI365-BID15,DBQ_ABNKOSTA_2_1_H3WT3DRX7.UDI365-BID15_clean.fastq.gz,DBQ_ABNKOSTA_2_2_H3WT3DRX7.UDI365-BID15_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,2711595,,ARMS organisms sample from station TZS,251031_JARVIS_H3WT3DRX7
EMOBON060614,EMOBON_TZS_ANG3_230418-230928_SF40_1,ARMS_TZS_Angbat3_20230418_20230928_SF40_s1_r1,EMOBON_TZS_Ha_53,Batch6,18S rRNA (V1-V2),DBN_AAVR,DBP_AAUD,"7,82",108,"844,6",DBQ_ABNL,DBQ_ABNLOSTA_2_H3WT3DRX7.UDI377-BID15,DBQ_ABNLOSTA_2_1_H3WT3DRX7.UDI377-BID15_clean.fastq.gz,DBQ_ABNLOSTA_2_2_H3WT3DRX7.UDI377-BID15_clean.fastq.gz,CDW_AAKS,CEB_ELP,CEB_ELQ,969864,,ARMS organisms sample from station TZS,251031_JARVIS_H3WT3DRX7
EMOBON060615,EMOBON_TZS_ANG1_Ha_231009-240409_MF100_A,ARMS_TZS_Angbat1_20231009_20240409_MF100_s1_r1,EMOBON_TZS_Ha_56,Batch6,18S rRNA (V1-V2),DBN_AAVS,DBP_AAUE,80,108,8640,DBQ_ABIR,DBQ_ABIROSTA_2_H3WT3DRX7.UDI342-BID08,DBQ_ABIROSTA_2_1_H3WT3DRX7.UDI342-BID08_clean.fastq.gz,DBQ_ABIROSTA_2_2_H3WT3DRX7.UDI342-BID08_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,1294748,,ARMS organisms sample from station TZS,251031_JARVIS_H3WT3DRX7
EMOBON060617,EMOBON_TZS_ANG1_Ha_231009-240409_MF500,ARMS_TZS_Angbat1_20231009_20240409_MF500_s1_r1,EMOBON_TZS_Ha_59,Batch6,18S rRNA (V1-V2),DBN_AAVU,DBP_AAUF,65,108,7020,DBQ_ABIS,DBQ_ABISOSTA_2_H3WT3DRX7.UDI354-BID08,DBQ_ABISOSTA_2_1_H3WT3DRX7.UDI354-BID08_clean.fastq.gz,DBQ_ABISOSTA_2_2_H3WT3DRX7.UDI354-BID08_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,2117142,,ARMS organisms sample from station TZS,251031_JARVIS_H3WT3DRX7
EMOBON060618,EMOBON_TZS_ANG1_Ha_231009-240409_SF40_A,ARMS_TZS_Angbat1_20231009_20240409_SF40_s1_r1,EMOBON_TZS_Ha_60,Batch6,18S rRNA (V1-V2),DBN_AAVV,DBP_AAUG,"80,7",100,8070,DBQ_ABIT,DBQ_ABITOSTA_2_H3WT3DRX7.UDI305-BID08,DBQ_ABITOSTA_2_1_H3WT3DRX7.UDI305-BID08_clean.fastq.gz,DBQ_ABITOSTA_2_2_H3WT3DRX7.UDI305-BID08_clean.fastq.gz,CDW_AAKS,CEB_ELN,CEB_ELO,386595,,ARMS organisms sample from station TZS,251031_JARVIS_H3WT3DRX7
